IncidntNum,categories,description,days,date,time,address,longitude,latitude,periods
170074814,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/22/2017 12:00:00 AM,17:00:00,POTRERO AV / MARIPOSA ST,-122.407305615124,37.7631879400187,afternoon
170074820,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,01/20/2017 12:00:00 AM,00:01:00,500 Block of MARKET ST,-122.400194768944,37.7900527936016,early_morning
170074820,NON-CRIMINAL,CASE CLOSURE,Friday,01/20/2017 12:00:00 AM,00:01:00,500 Block of MARKET ST,-122.400194768944,37.7900527936016,early_morning
170074836,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,11:30:00,800 Block of VALENCIA ST,-122.421319903157,37.7597261442303,morning
170074836,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,01/27/2017 12:00:00 AM,11:30:00,800 Block of VALENCIA ST,-122.421319903157,37.7597261442303,morning
170074842,NON-CRIMINAL,LOST PROPERTY,Friday,01/20/2017 12:00:00 AM,13:00:00,800 Block of MARKET ST,-122.407633520742,37.7841893501425,afternoon
170074886,ASSAULT,ATTEMPTED HOMICIDE WITH A KNIFE,Friday,01/27/2017 12:00:00 AM,13:53:00,1900 Block of MISSION ST,-122.41967661615,37.7658510977435,afternoon
170074886,OTHER OFFENSES,PROBATION VIOLATION,Friday,01/27/2017 12:00:00 AM,13:53:00,1900 Block of MISSION ST,-122.41967661615,37.7658510977435,afternoon
170074892,LARCENY/THEFT,EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER,Saturday,01/21/2017 12:00:00 AM,20:00:00,1500 Block of SANCHEZ ST,-122.428990049488,37.7439601063991,evening
170074911,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,14:20:00,400 Block of RHODEISLAND ST,-122.402571216964,37.7641259075201,afternoon
170074927,ASSAULT,BATTERY,Friday,01/27/2017 12:00:00 AM,14:35:00,VANNESS AV / MARKET ST,-122.419257894814,37.7751462916539,afternoon
170074933,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,01/27/2017 12:00:00 AM,13:30:00,LEAVENWORTH ST / LOMBARD ST,-122.417970141118,37.8022023203709,afternoon
170074949,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/27/2017 12:00:00 AM,03:46:00,0 Block of 6TH AV,-122.464686124564,37.7875271472845,early_morning
170074955,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,13:50:00,LOMBARD ST / LEAVENWORTH ST,-122.417970141118,37.8022023203709,afternoon
170074977,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,01/26/2017 12:00:00 AM,09:00:00,QUESADA AV / JENNINGS ST,-122.385855491332,37.7301691308077,morning
170074999,ROBBERY,"ROBBERY, BODILY FORCE",Friday,01/27/2017 12:00:00 AM,14:45:00,600 Block of HAIGHT ST,-122.43294024481,37.7718450016424,afternoon
170074999,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/27/2017 12:00:00 AM,14:45:00,600 Block of HAIGHT ST,-122.43294024481,37.7718450016424,afternoon
170075016,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,01/27/2017 12:00:00 AM,14:59:00,WILLOW ST / LARKIN ST,-122.41762232101,37.7837762385684,afternoon
170075016,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/27/2017 12:00:00 AM,14:59:00,WILLOW ST / LARKIN ST,-122.41762232101,37.7837762385684,afternoon
170075022,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,01/02/2017 12:00:00 AM,10:00:00,2000 Block of 3RD ST,-122.388661890469,37.7636780415803,morning
170075066,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/25/2017 12:00:00 AM,05:15:00,300 Block of IVY ST,-122.423922154334,37.7772967916287,early_morning
170075072,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/27/2017 12:00:00 AM,15:20:00,0 Block of JUDAH ST,-122.462440101232,37.7623941014165,afternoon
170075072,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/27/2017 12:00:00 AM,15:20:00,0 Block of JUDAH ST,-122.462440101232,37.7623941014165,afternoon
170075113,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,01/26/2017 12:00:00 AM,12:00:00,1000 Block of KANSAS ST,-122.402671594737,37.7564229800263,afternoon
170075129,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/27/2017 12:00:00 AM,15:18:00,JEFFERSON ST / JONES ST,-122.417448570419,37.8080122538321,afternoon
170075141,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,01/26/2017 12:00:00 AM,20:00:00,0 Block of ORA WY,-122.437991835355,37.7414004640291,evening
170075157,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,01/26/2017 12:00:00 AM,21:00:00,100 Block of COLLEGE AV,-122.426462947425,37.7354561237323,evening
170075163,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,01/26/2017 12:00:00 AM,11:00:00,800 Block of GUERRERO ST,-122.42333669183,37.7579764753831,morning
170075179,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Friday,01/27/2017 12:00:00 AM,15:03:00,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,afternoon
170075179,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/27/2017 12:00:00 AM,15:03:00,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,afternoon
170075179,SECONDARY CODES,GANG ACTIVITY,Friday,01/27/2017 12:00:00 AM,15:03:00,24TH ST / MISSION ST,-122.418448186101,37.7522391652625,afternoon
170075191,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,00:01:00,18TH ST / DOLORES ST,-122.426079580545,37.7614267757472,early_morning
170075204,VEHICLE THEFT,STOLEN TRUCK,Thursday,01/26/2017 12:00:00 AM,11:00:00,FREMONT ST / HOWARD ST,-122.395153862803,37.7892350328802,morning
170075210,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,01/27/2017 12:00:00 AM,14:19:00,1400 Block of 32ND AV,-122.490788343316,37.760137271659,afternoon
170075226,OTHER OFFENSES,FALSE PERSONATION,Tuesday,01/24/2017 12:00:00 AM,01:45:00,600 Block of POST ST,-122.412032359787,37.7878854896155,early_morning
170075226,FRAUD,"ACCESS CARD INFORMATION, PUBLICATION OF",Tuesday,01/24/2017 12:00:00 AM,01:45:00,600 Block of POST ST,-122.412032359787,37.7878854896155,early_morning
170075226,FRAUD,"CREDIT CARD, INCOMPLETE OR COUNTERFEIT",Tuesday,01/24/2017 12:00:00 AM,01:45:00,600 Block of POST ST,-122.412032359787,37.7878854896155,early_morning
170075232,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/27/2017 12:00:00 AM,15:45:00,200 Block of GEARY ST,-122.407413025963,37.7874074125228,afternoon
170075248,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Thursday,01/26/2017 12:00:00 AM,21:00:00,200 Block of MURRAY ST,-122.422990737489,37.733620236458,evening
170075254,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,01/27/2017 12:00:00 AM,15:50:00,TREAT AV / 25TH ST,-122.412838554019,37.7509678760759,afternoon
170075254,ASSAULT,CHILD ABUSE (PHYSICAL),Friday,01/27/2017 12:00:00 AM,15:50:00,TREAT AV / 25TH ST,-122.412838554019,37.7509678760759,afternoon
170075276,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/27/2017 12:00:00 AM,15:00:00,CHESTNUT ST / BUCHANAN ST,-122.432959444152,37.8012351482991,afternoon
170075282,MISSING PERSON,MISSING JUVENILE,Friday,01/27/2017 12:00:00 AM,15:30:00,2600 Block of 28TH AV,-122.485100621512,37.7382838346971,afternoon
170075282,MISSING PERSON,FOUND PERSON,Friday,01/27/2017 12:00:00 AM,15:30:00,2600 Block of 28TH AV,-122.485100621512,37.7382838346971,afternoon
170075298,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,01/25/2017 12:00:00 AM,16:00:00,CLEVELAND ST / 7TH ST,-122.407292919902,37.7763046459413,afternoon
170075317,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/27/2017 12:00:00 AM,14:00:00,1000 Block of MARIPOSA ST,-122.394233699569,37.7640469098525,afternoon
170075345,TRESPASS,TRESPASSING,Friday,01/27/2017 12:00:00 AM,15:56:00,800 Block of MARKET ST,-122.406520987144,37.7850629421661,afternoon
170075351,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/27/2017 12:00:00 AM,16:05:00,CLAY ST / BATTERY ST,-122.40033450691,37.7950135264428,afternoon
170075367,ASSAULT,BATTERY,Wednesday,01/25/2017 12:00:00 AM,15:00:00,600 Block of STEINER ST,-122.432805878401,37.7751600091535,afternoon
170075373,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/27/2017 12:00:00 AM,16:28:00,LAKE ST / 9TH AV,-122.478715587206,37.7860301008982,afternoon
170075389,NON-CRIMINAL,FOUND PROPERTY,Friday,01/27/2017 12:00:00 AM,16:45:00,2100 Block of CHESTNUT ST,-122.438701348232,37.8004498859761,afternoon
170075395,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/27/2017 12:00:00 AM,16:28:00,1500 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524,afternoon
170075395,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/27/2017 12:00:00 AM,16:28:00,1500 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524,afternoon
170075414,VEHICLE THEFT,STOLEN TRUCK,Thursday,01/26/2017 12:00:00 AM,17:30:00,2300 Block of INGALLS ST,-122.388275044871,37.7244405745373,afternoon
170075420,ASSAULT,THREATS AGAINST LIFE,Monday,01/23/2017 12:00:00 AM,18:00:00,900 Block of CONNECTICUT ST,-122.397201937993,37.7535351242762,evening
170075420,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,01/23/2017 12:00:00 AM,18:00:00,900 Block of CONNECTICUT ST,-122.397201937993,37.7535351242762,evening
170075442,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,16:45:00,800 Block of BRYANT ST,-122.403404791479,37.775420706711,afternoon
170075458,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,15:00:00,2500 Block of TAYLOR ST,-122.415270023651,37.8058980113661,afternoon
170075492,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Friday,01/27/2017 12:00:00 AM,16:45:00,GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,afternoon
170075492,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/27/2017 12:00:00 AM,16:45:00,GOLDEN GATE AV / HYDE ST,-122.415508242782,37.7816542806076,afternoon
170075505,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/27/2017 12:00:00 AM,17:16:00,200 Block of 8TH ST,-122.411271940537,37.7760329501244,afternoon
170075511,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/20/2017 12:00:00 AM,01:30:00,200 Block of SAGAMORE ST,-122.460534777512,37.7114349669499,early_morning
170075527,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/27/2017 12:00:00 AM,13:52:00,0 Block of DRUMM ST,-122.396556426173,37.7941169057941,afternoon
170075533,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/20/2017 12:00:00 AM,15:30:00,1100 Block of MARKET ST,-122.41356409174401,37.779514030063,afternoon
170075549,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,01/26/2017 12:00:00 AM,18:00:00,18TH ST / DOLORES ST,-122.426079580545,37.7614267757472,evening
170075555,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,15:45:00,JACKSON ST / TRENTON ST,-122.409079393284,37.7957210642173,afternoon
170075561,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,01/27/2017 12:00:00 AM,16:28:00,TAYLOR ST / EDDY ST,-122.410955248906,37.7841399509594,afternoon
170075561,DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,01/27/2017 12:00:00 AM,16:28:00,TAYLOR ST / EDDY ST,-122.410955248906,37.7841399509594,afternoon
170075577,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,15:45:00,WILDER ST / NATICK ST,-122.431595351366,37.7337655114098,afternoon
170075599,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/27/2017 12:00:00 AM,17:31:00,AVALON AV / MISSION ST,-122.432449401952,37.7276368082413,afternoon
170075602,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,01/26/2017 12:00:00 AM,12:00:00,ANZA ST / COLLINS ST,-122.44981764527,37.780751228212,afternoon
170075618,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Friday,01/27/2017 12:00:00 AM,16:00:00,1300 Block of 34TH AV,-122.493201286582,37.7619019011141,afternoon
170075624,FRAUD,"FALSE PRETENSES, GRAND THEFT",Friday,01/27/2017 12:00:00 AM,06:39:00,800 Block of MARKET ST,-122.406690592261,37.7852071918419,morning
170075652,SECONDARY CODES,JUVENILE INVOLVED,Sunday,01/22/2017 12:00:00 AM,12:30:00,1000 Block of KANSAS ST,-122.402671594737,37.7564229800263,afternoon
170075652,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,01/22/2017 12:00:00 AM,12:30:00,1000 Block of KANSAS ST,-122.402671594737,37.7564229800263,afternoon
170075721,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,01/27/2017 12:00:00 AM,16:35:00,100 Block of JOOST AV,-122.438627177112,37.7324275778698,afternoon
170075721,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Friday,01/27/2017 12:00:00 AM,16:35:00,100 Block of JOOST AV,-122.438627177112,37.7324275778698,afternoon
170075721,NON-CRIMINAL,SEARCH WARRANT SERVICE,Friday,01/27/2017 12:00:00 AM,16:35:00,100 Block of JOOST AV,-122.438627177112,37.7324275778698,afternoon
170075737,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Thursday,01/26/2017 12:00:00 AM,23:30:00,2200 Block of 18TH AV,-122.474750205313,37.745880679792,evening
170075743,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,01/27/2017 12:00:00 AM,18:03:00,15TH ST / WIESE ST,-122.420639833212,37.7666248186782,evening
170075759,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/27/2017 12:00:00 AM,16:18:00,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,afternoon
170075765,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/27/2017 12:00:00 AM,18:10:00,2900 Block of 16TH ST,-122.419212958008,37.7651339672499,evening
170075771,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/27/2017 12:00:00 AM,18:15:00,POLK ST / FERN ST,-122.420211964949,37.7882225424263,evening
170075787,VEHICLE THEFT,STOLEN TRUCK,Tuesday,01/24/2017 12:00:00 AM,10:00:00,24TH ST / DOLORES ST,-122.425153003156,37.7518414001553,morning
170075806,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,01/27/2017 12:00:00 AM,18:00:00,600 Block of GOUGH ST,-122.42346947231,37.7789716986194,evening
170075812,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/27/2017 12:00:00 AM,18:21:00,1400 Block of 17TH AV,-122.474857450906,37.7608398098949,evening
170075834,ASSAULT,BATTERY,Friday,01/27/2017 12:00:00 AM,18:43:00,4700 Block of MISSION ST,-122.436749760121,37.7219915768943,evening
170075884,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,01/27/2017 12:00:00 AM,19:15:00,HORACE ST / 26TH ST,-122.414493148376,37.7508695878773,evening
170075890,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,01/27/2017 12:00:00 AM,10:00:00,DRUMM ST / WASHINGTON ST,-122.396962385547,37.7963478739442,morning
170075903,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/27/2017 12:00:00 AM,18:41:00,300 Block of BAY SHORE BL,-122.406479975864,37.741057552813,evening
170075919,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/27/2017 12:00:00 AM,19:46:00,1900 Block of ALEMANY BL,-122.439586385205,37.7198910073911,evening
170075919,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/27/2017 12:00:00 AM,19:46:00,1900 Block of ALEMANY BL,-122.439586385205,37.7198910073911,evening
170075925,VEHICLE THEFT,STOLEN TRUCK,Thursday,01/26/2017 12:00:00 AM,21:00:00,26TH ST / KANSAS ST,-122.402187043016,37.7505799132626,evening
170075947,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/27/2017 12:00:00 AM,15:31:00,2100 Block of WASHINGTON ST,-122.428630560161,37.7922647537719,afternoon
170075953,NON-CRIMINAL,AIDED CASE,Friday,01/27/2017 12:00:00 AM,19:30:00,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044,evening
170075953,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/27/2017 12:00:00 AM,19:30:00,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044,evening
170075969,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,01/26/2017 12:00:00 AM,15:30:00,1200 Block of FILLMORE ST,-122.432304824531,37.7809625463568,afternoon
170075969,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,01/26/2017 12:00:00 AM,15:30:00,1200 Block of FILLMORE ST,-122.432304824531,37.7809625463568,afternoon
170076008,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/27/2017 12:00:00 AM,20:11:00,900 Block of GENEVA AV,-122.440743149905,37.7161388666379,evening
170076008,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,01/27/2017 12:00:00 AM,20:11:00,900 Block of GENEVA AV,-122.440743149905,37.7161388666379,evening
170076008,ASSAULT,THREATS AGAINST LIFE,Friday,01/27/2017 12:00:00 AM,20:11:00,900 Block of GENEVA AV,-122.440743149905,37.7161388666379,evening
170076014,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,01/27/2017 12:00:00 AM,20:19:00,HYDE ST / MCALLISTER ST,-122.415317966992,37.7807179285998,evening
170076020,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Friday,01/27/2017 12:00:00 AM,19:20:00,JULIAN AV / 15TH ST,-122.421057854839,37.7665987781478,evening
170076042,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,18:45:00,1000 Block of POINTLOBOS AV,-122.513642064265,37.7784692199467,evening
170076058,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,01/23/2017 12:00:00 AM,16:00:00,0 Block of ELLIS ST,-122.406852525575,37.7856720367472,afternoon
170076058,NON-CRIMINAL,LOST PROPERTY,Monday,01/23/2017 12:00:00 AM,16:00:00,0 Block of ELLIS ST,-122.406852525575,37.7856720367472,afternoon
170076064,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Friday,01/27/2017 12:00:00 AM,21:20:00,3300 Block of 26TH ST,-122.416801125683,37.7490662929561,evening
170076064,ASSAULT,DISCHARGING IN GROSSLY NEGLIGENT MANNER,Friday,01/27/2017 12:00:00 AM,21:20:00,3300 Block of 26TH ST,-122.416801125683,37.7490662929561,evening
170076064,WARRANTS,WARRANT ARREST,Friday,01/27/2017 12:00:00 AM,21:20:00,3300 Block of 26TH ST,-122.416801125683,37.7490662929561,evening
170076070,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,01/26/2017 12:00:00 AM,14:00:00,100 Block of DELMAR ST,-122.445277515746,37.7663556154167,afternoon
170076086,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/27/2017 12:00:00 AM,17:30:00,1100 Block of OCEAN AV,-122.455615861538,37.7238590120011,afternoon
170076086,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,01/27/2017 12:00:00 AM,17:30:00,1100 Block of OCEAN AV,-122.455615861538,37.7238590120011,afternoon
170076127,VEHICLE THEFT,STOLEN TRUCK,Friday,01/27/2017 12:00:00 AM,01:00:00,300 Block of WILLIAMS AV,-122.399415144319,37.730283563381,early_morning
170076133,ASSAULT,SHOOTING INTO INHABITED DWELLING OR OCCUPIED VEHICLE,Friday,01/27/2017 12:00:00 AM,21:00:00,0 Block of LAGUNA ST,-122.425300351937,37.7713382804499,evening
170076161,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Friday,01/27/2017 12:00:00 AM,21:20:00,2300 Block of 15TH ST,-122.43631291416,37.7657304694009,evening
170076177,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Friday,01/27/2017 12:00:00 AM,21:41:00,MCALLISTER ST / LARKIN ST,-122.416948565876,37.7804689268479,evening
170076177,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/27/2017 12:00:00 AM,21:41:00,MCALLISTER ST / LARKIN ST,-122.416948565876,37.7804689268479,evening
170076177,FRAUD,FALSE ID TO PEACE OFFICER,Friday,01/27/2017 12:00:00 AM,21:41:00,MCALLISTER ST / LARKIN ST,-122.416948565876,37.7804689268479,evening
170076177,WARRANTS,WARRANT ARREST,Friday,01/27/2017 12:00:00 AM,21:41:00,MCALLISTER ST / LARKIN ST,-122.416948565876,37.7804689268479,evening
170076183,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,21:45:00,200 Block of CLEMENT ST,-122.461749405491,37.7830075842759,evening
170076199,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/25/2017 12:00:00 AM,13:30:00,2400 Block of 19TH AV,-122.475458634529,37.7421054994154,afternoon
170076202,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Friday,01/27/2017 12:00:00 AM,21:49:00,1100 Block of POTRERO AV,-122.406324313914,37.7536322498822,evening
170076224,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,01/27/2017 12:00:00 AM,20:26:00,OFARRELL ST / STOCKTON ST,-122.406401668335,37.7866144613366,evening
170076230,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/27/2017 12:00:00 AM,22:29:00,1800 Block of UNION ST,-122.429763201881,37.7978730399148,evening
170076230,ASSAULT,BATTERY WITH SERIOUS INJURIES,Friday,01/27/2017 12:00:00 AM,22:29:00,1800 Block of UNION ST,-122.429763201881,37.7978730399148,evening
170076230,ASSAULT,THREATS AGAINST LIFE,Friday,01/27/2017 12:00:00 AM,22:29:00,1800 Block of UNION ST,-122.429763201881,37.7978730399148,evening
170076246,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/27/2017 12:00:00 AM,22:54:00,17TH ST / HAMPSHIRE ST,-122.408427407542,37.7644278689168,evening
170076252,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,01/27/2017 12:00:00 AM,16:16:00,1500 Block of BROADWAY ST,-122.422617297546,37.7958935012253,afternoon
170076268,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Friday,01/27/2017 12:00:00 AM,22:33:00,1600 Block of OAKDALE AV,-122.391431786513,37.7352842415297,evening
170076268,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Friday,01/27/2017 12:00:00 AM,22:33:00,1600 Block of OAKDALE AV,-122.391431786513,37.7352842415297,evening
170076268,OTHER OFFENSES,PAROLE VIOLATION,Friday,01/27/2017 12:00:00 AM,22:33:00,1600 Block of OAKDALE AV,-122.391431786513,37.7352842415297,evening
170076268,OTHER OFFENSES,RESISTING ARREST,Friday,01/27/2017 12:00:00 AM,22:33:00,1600 Block of OAKDALE AV,-122.391431786513,37.7352842415297,evening
170076274,ASSAULT,BATTERY,Thursday,01/26/2017 12:00:00 AM,21:48:00,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358,evening
170076280,FRAUD,FALSE ID TO PEACE OFFICER,Friday,01/27/2017 12:00:00 AM,22:52:00,500 Block of MINNA ST,-122.408673540372,37.7800574377607,evening
170076280,WARRANTS,WARRANT ARREST,Friday,01/27/2017 12:00:00 AM,22:52:00,500 Block of MINNA ST,-122.408673540372,37.7800574377607,evening
170076296,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Friday,01/27/2017 12:00:00 AM,23:09:00,LEAVENWORTH ST / JEFFERSON ST,-122.419087676747,37.8078015516515,evening
170076296,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/27/2017 12:00:00 AM,23:09:00,LEAVENWORTH ST / JEFFERSON ST,-122.419087676747,37.8078015516515,evening
170076315,MISSING PERSON,MISSING ADULT,Thursday,01/26/2017 12:00:00 AM,13:30:00,2400 Block of 46TH AV,-122.504484775464,37.7408208732724,afternoon
170076315,MISSING PERSON,FOUND PERSON,Thursday,01/26/2017 12:00:00 AM,13:30:00,2400 Block of 46TH AV,-122.504484775464,37.7408208732724,afternoon
170076337,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/27/2017 12:00:00 AM,23:04:00,100 Block of EDDY ST,-122.410135236377,37.7841889075267,evening
170076343,ASSAULT,BATTERY,Friday,01/27/2017 12:00:00 AM,23:15:00,2400 Block of SACRAMENTO ST,-122.433800051784,37.7898100005704,evening
170076359,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,21:00:00,700 Block of BROADWAY ST,-122.409981227769,37.7974004148406,evening
170076387,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/27/2017 12:00:00 AM,21:00:00,CLAY ST / SPOFFORD LN,-122.407297512535,37.7941374691841,evening
170076406,MISSING PERSON,MISSING JUVENILE,Friday,01/27/2017 12:00:00 AM,22:00:00,500 Block of OFARRELL ST,-122.413820070176,37.7857382950322,evening
170076406,MISSING PERSON,FOUND PERSON,Friday,01/27/2017 12:00:00 AM,22:00:00,500 Block of OFARRELL ST,-122.413820070176,37.7857382950322,evening
170076428,WARRANTS,WARRANT ARREST,Saturday,01/28/2017 12:00:00 AM,00:01:00,1600 Block of BAY ST,-122.434177010449,37.8030044258258,early_morning
170076434,RECOVERED VEHICLE,"VEHICLE, RECOVERED, OTHER VEHICLE",Monday,01/30/2017 12:00:00 AM,23:19:00,600 Block of WILLOW ST,-122.42831052169,37.7823629069329,evening
170076434,OTHER OFFENSES,EVADING A POLICE OFFICER RECKLESSLY,Friday,01/27/2017 12:00:00 AM,23:58:00,600 Block of JAMESTOWN AV,-122.387833652325,37.7131072321423,evening
170076440,ASSAULT,FALSE IMPRISONMENT,Friday,01/27/2017 12:00:00 AM,20:10:00,800 Block of BRYANT ST,-122.403404791479,37.775420706711,evening
